math;gender;ethnicity;bmi;siblings;income;momeduc;momwork;school;schoolissues;tvmfb;tvmfa;tvsat;tvsun;computer
111.3858;male;white;21.61;2;130000;college;<35h;public;1;0;1;3;3;1
96.93674;female;white;17.49;2;37000;12 yrs;no work;public;1;0;1;0;1;1
107.1839;male;white;18.37;2;60000;some college;>= 35h;public;1;0;1;2;1;1
100.1952;male;white;18.53;1;27000;some college;>= 35h;other private;0;1;1;3;2;1
88.71278;male;white;17.5;0;40000;12 yrs;>= 35h;public;1;0;1;2;0;1
105.5546;female;white;19.56;1;80000;college;<35h;public;0;0;1;3;3;1
113.2923;female;white;17.29;1;45000;12 yrs;no work;public;0;0;3;5;4;0
113.7494;female;white;16.27;1;53000;college;<35h;public;1;0;1;4;4;1
108.0155;female;white;16.59;1;32000;college;<35h;public;1;0;1;1;1;1
109.5475;male;white;19.39;2;50000;some college;>= 35h;public;1;1;1;3;2;1
104.1151;female;white;23.37;2;43000;some college;>= 35h;public;1;0;2;1;0;1
105.3844;male;white;20.88;1;57000;college;>= 35h;other private;0;0;0;3;0;1
99.7575;female;white;21.79;3;35000;12 yrs;>= 35h;public;1;0;0;0;0;1
91.2855;female;white;21.05;2;15000;12 yrs;no work;public;1;0;1;4;4;1
93.09954;male;white;20.66;1;80000;college;<35h;public;0;0;1;2;2;1
94.07222;female;white;17.01;3;18000;college;no work;public;0;0;0;4;1;0
103.5607;female;white;24;2;35000;1-8 yrs;no work;public;1;1;0;3;0;0
102.0579;male;white;17.71;1;60000;college;<35h;public;0;2;1;4;2;1
108.6137;female;white;24.05;1;33000;some college;>= 35h;public;0;1;1;3;4;1
109.7615;male;white;16.63;2;50000;some college;no work;public;1;0;0;2;2;1
88.34316;female;white;16.8;0;35000;12 yrs;<35h;catholic;1;0;0;0;0;1
104.1783;female;white;39.47;0;22000;12 yrs;>= 35h;public;0;3;0;2;0;1
84.84153;female;white;21.39;1;75000;12 yrs;>= 35h;public;1;0;2;2;1;1
103.8865;male;white;21.18;1;25000;12 yrs;<35h;public;1;0;1;3;3;1
100.5551;male;white;17.35;1;43000;some college;>= 35h;public;0;0;0;2;1;1
104.8349;female;white;26.69;2;500000;college;no work;public;0;0;1;1;2;1
113.1707;female;white;16.58;1;110000;college;<35h;other private;1;0;0;1;1;1
94.97681;male;white;19.15;0;150000;college;no work;catholic;0;0;1;4;5;1
103.4099;male;white;19.99;1;65000;college;>= 35h;public;1;1;1;5;2;1
99.82558;female;white;25.1;3;40000;12 yrs;<35h;catholic;1;1;1;3;2;1
100.6621;male;white;29.93;0;40000;12 yrs;<35h;public;0;0;2;6;5;0
110.6028;male;white;18.83;1;100000;college;>= 35h;public;0;0;1;3;4;1
115.2911;male;white;26.21;1;95000;college;>= 35h;public;0;0;0;2;1;1
96.15861;male;white;24.55;2;85000;college;<35h;public;1;1;1;1;1;1
104.971;male;white;17.14;1;100000;college;>= 35h;public;1;0;1;2;2;1
103.8573;female;white;16.82;2;18000;some college;>= 35h;catholic;1;1;1;2;1;1
98.62434;male;white;19.68;3;70000;some college;<35h;catholic;0;1;0;2;2;1
103.3369;female;white;18.61;2;15000;some college;>= 35h;public;1;0;1;3;1;1
88.35289;male;white;32.26;1;45000;12 yrs;>= 35h;public;0;1;2;4;4;0
86.22273;female;white;28.76;2;28800;12 yrs;<35h;public;1;0;0;1;1;1
110.2186;female;white;16.88;1;70000;college;>= 35h;public;0;2;1;5;2;1
97.80242;male;white;20.27;2;65000;college;no work;catholic;1;0;1;2;2;1
88.87327;male;white;16.86;2;70000;12 yrs;<35h;public;1;0;1;2;4;1
101.27;male;white;26.56;1;35000;some college;no work;public;1;0;1;1;2;1
86.56803;female;white;18.68;1;65000;college;no work;catholic;0;0;0;3;3;1
94.55369;female;white;18.09;1;40000;12 yrs;>= 35h;public;1;0;2;5;5;1
103.8281;male;white;20.02;2;55000;12 yrs;>= 35h;public;0;0;1;3;1;1
73.15485;female;white;16.13;2;40000;12 yrs;no work;catholic;0;0;2;2;2;1
92.82719;male;white;22.37;0;17000;12 yrs;<35h;public;1;1;1;2;1;1
105.5546;male;white;19.67;1;49000;some college;>= 35h;public;0;0;0;1;1;1
99.43166;female;white;20.57;2;50000;some college;<35h;public;1;1;1;2;0;1
109.2849;female;white;23.89;1;70000;12 yrs;>= 35h;public;1;1;1;4;4;1
96.15374;female;white;16.02;1;51000;some college;no work;catholic;0;1;1;2;2;1
103.4293;female;white;17.67;3;58000;12 yrs;>= 35h;public;1;1;1;4;4;1
110.666;female;white;21.24;1;31000;some college;>= 35h;public;1;4;0;2;2;1
113.161;female;white;23.14;1;75000;college;>= 35h;public;0;0;2;4;3;1
111.0843;female;white;17.1;2;55000;college;no work;public;0;0;0;2;3;1
104.6306;female;white;15.43;0;50000;12 yrs;<35h;public;1;0;0;2;2;1
102.2621;male;white;15.59;3;68000;college;no work;catholic;0;0;0;1;0;1
106.7899;female;white;15.92;1;90000;college;>= 35h;other private;0;0;0;1;1;1
98.26444;male;white;26.23;2;106000;college;>= 35h;catholic;0;0;0;1;1;1
89.87999;male;white;25.33;2;90000;12 yrs;>= 35h;public;1;0;2;4;4;0
103.1132;male;white;17.57;2;86000;college;<35h;public;1;1;1;2;1;1
90.27392;female;white;20.53;2;90000;some college;>= 35h;other private;0;0;1;3;3;1
101.9703;female;white;21.03;3;55000;12 yrs;>= 35h;public;1;2;2;4;5;1
91.79129;female;white;15.55;1;80000;12 yrs;<35h;public;0;0;1;1;1;1
104.9954;female;white;25.37;0;31000;some college;no work;public;1;1;1;3;0;0
85.51754;male;white;19.11;1;39000;12 yrs;no work;public;1;0;2;2;2;1
78.87418;male;white;22.16;1;60000;college;no work;public;0;0;1;4;3;1
93.14331;male;white;19.03;2;79000;12 yrs;>= 35h;public;1;2;1;3;3;1
100.9053;female;white;28.6;1;55000;some college;<35h;catholic;1;1;3;7;7;1
102.8944;female;white;17.96;3;70000;some college;>= 35h;other private;0;1;0;2;2;1
105.1218;male;white;25.68;1;100000;college;>= 35h;public;1;0;0;2;2;1
89.61736;female;white;24.09;1;29000;12 yrs;<35h;other private;0;0;2;5;3;1
114.4498;male;white;27;2;90000;some college;>= 35h;public;1;1;2;4;2;1
91.68916;male;white;19;5;19000;12 yrs;>= 35h;public;1;0;1;2;2;1
90.41982;female;white;19.84;7;28000;12 yrs;<35h;public;1;0;3;5;5;0
103.1375;female;white;23.92;2;30000;college;no work;public;0;0;1;4;2;1
101.2165;male;white;18.13;0;32000;12 yrs;no work;public;1;1;1;5;5;1
101.732;female;white;18;2;50000;12 yrs;no work;public;1;0;2;0;1;1
99.85963;female;white;26.14;1;30000;12 yrs;>= 35h;public;1;2;0;5;5;1
110.2089;male;white;16.91;1;88000;college;>= 35h;public;0;1;0;2;2;1
112.9713;male;white;16.6;1;64000;college;>= 35h;public;1;0;1;4;4;1
100.9247;female;white;22.58;1;65000;12 yrs;>= 35h;public;0;1;1;2;2;0
89.666;male;white;16.02;2;96000;college;>= 35h;public;0;0;0;0;0;1
92.18037;female;white;17.93;1;28000;12 yrs;>= 35h;public;0;1;1;3;3;1
102.7144;male;white;24.79;1;45000;college;<35h;public;1;1;1;2;2;1
112.1834;male;white;16.97;3;80000;some college;>= 35h;public;1;0;1;4;6;1
99.72832;female;white;17.38;1;60000;some college;<35h;public;1;1;0;3;3;1
99.54838;female;white;32.2;1;30000;12 yrs;>= 35h;public;0;0;2;2;2;1
91.80102;male;white;17.72;2;40000;some college;no work;catholic;0;0;0;0;0;1
102.1114;male;white;22.46;2;85000;12 yrs;>= 35h;catholic;0;0;2;2;2;1
86.67016;male;white;19.91;2;120000;some college;no work;public;0;1;2;2;2;1
75.52818;male;white;20.17;1;40000;12 yrs;>= 35h;public;1;0;2;4;4;1
110.1797;female;white;15.47;1;120000;12 yrs;<35h;catholic;1;1;0;2;2;1
116.1908;male;white;17.84;1;30000;college;>= 35h;public;1;0;0;1;1;1
92.19981;male;white;24.2;1;30000;12 yrs;>= 35h;public;1;0;1;1;3;0
112.7087;male;white;18.67;2;25000;some college;<35h;catholic;1;0;0;2;2;1
92.82719;female;white;22.77;0;30000;12 yrs;>= 35h;public;0;0;2;4;4;1
84.95825;female;white;24.89;2;15000;12 yrs;>= 35h;public;1;0;0;2;0;0
111.9597;male;white;21.14;2;23000;some college;<35h;public;1;0;0;4;2;1
96.36773;male;white;23.28;4;225000;college;>= 35h;catholic;1;1;1;3;3;1
99.89854;male;white;18.02;4;150000;college;>= 35h;catholic;0;0;2;1;1;1
111.5269;male;white;16.02;1;90000;college;>= 35h;public;0;0;0;2;2;1
103.906;female;white;23.6;1;70000;college;>= 35h;public;1;0;1;2;2;1
84.39896;female;white;20.72;2;80000;12 yrs;no work;catholic;1;0;0;5;3;1
102.5296;male;white;20.29;1;150000;college;>= 35h;public;1;1;2;2;4;1
97.95319;male;white;15.65;1;40000;some college;>= 35h;public;1;1;1;2;2;1
92.0685;female;white;21.8;0;45000;some college;>= 35h;public;1;0;1;2;2;1
101.912;female;white;20.72;2;40000;some college;<35h;public;1;0;2;4;2;1
82.99831;male;white;17.53;1;24000;9-11 yrs;no work;public;1;1;1;1;2;1
101.4354;female;white;32.53;1;22000;some college;<35h;public;1;1;1;2;2;1
89.13103;male;white;28.64;1;26500;12 yrs;<35h;public;1;2;4;5;3;1
89.33043;male;white;17.86;3;50000;12 yrs;<35h;public;1;0;1;2;2;1
102.3837;female;white;16.53;0;70;12 yrs;>= 35h;catholic;0;1;1;3;2;1
101.6542;female;white;19.82;1;88000;college;>= 35h;catholic;1;0;1;1;1;1
103.3613;male;white;23.55;1;50000;college;<35h;public;1;1;3;5;5;1
105.3018;male;white;22.28;2;60000;college;>= 35h;public;1;0;1;2;2;1
95.18107;male;white;19.11;1;23000;12 yrs;>= 35h;catholic;1;0;1;1;1;1
100.6864;female;white;31.89;1;23000;12 yrs;<35h;public;1;1;1;4;4;1
114.9896;female;white;16.13;1;82000;college;>= 35h;public;1;0;0;2;0;1
100.0785;male;white;21.88;0;12000;12 yrs;>= 35h;public;1;3;1;3;3;1
101.7466;female;white;15.87;2;65000;some college;<35h;public;1;1;1;2;4;1
84.46706;female;white;17.26;1;47000;some college;no work;public;1;0;2;3;4;1
106.7267;male;white;17.69;4;60000;some college;no work;public;1;0;1;1;0;1
102.7631;female;white;17.74;1;65000;college;<35h;public;0;0;2;0;0;1
89.68059;male;white;18.93;2;18000;12 yrs;>= 35h;public;1;1;1;5;5;1
116.1957;male;white;23.96;0;31000;college;>= 35h;public;1;1;0;0;1;1
101.1436;male;white;16.23;1;60000;college;>= 35h;public;1;0;1;3;1;1
99.33925;male;white;26.95;2;60000;12 yrs;no work;public;1;0;2;1;0;1
96.97079;male;white;22.27;1;50000;12 yrs;>= 35h;public;1;2;2;6;6;0
97.65652;female;white;21.68;3;75000;college;<35h;catholic;0;1;2;2;3;1
111.8138;male;white;19.48;1;70000;some college;no work;public;1;0;1;3;3;1
110.953;male;white;17.02;0;110000;college;>= 35h;other private;0;0;1;5;0;1
105.9923;male;white;17.35;2;22000;some college;no work;public;1;2;0;5;5;0
108.8374;female;white;15.05;0;95000;college;>= 35h;other private;0;0;0;2;1;1
101.7563;female;white;18.1;2;40000;some college;no work;public;1;0;1;5;0;1
95.74522;female;white;25.92;1;50000;some college;>= 35h;public;1;0;1;3;4;1
110.3888;female;white;16.06;2;90000;12 yrs;no work;public;1;1;1;2;2;1
81.12592;male;white;17.02;0;45000;12 yrs;>= 35h;public;0;0;2;0;2;0
113.4819;female;white;21.6;1;93000;college;>= 35h;public;0;1;1;3;3;1
108.4727;female;white;22.72;1;65000;12 yrs;no work;public;0;0;0;2;2;1
108.1517;male;white;18.53;1;45000;college;<35h;public;0;0;1;2;1;1
110.7195;male;white;16.92;1;45000;some college;>= 35h;public;1;1;1;3;3;1
96.62062;male;white;17.12;2;68000;college;<35h;public;0;0;1;2;1;1
110.6077;female;white;18.26;1;102000;12 yrs;>= 35h;public;0;0;0;2;2;1
112.057;male;white;19.03;2;150000;college;no work;catholic;0;0;0;2;1;1
109.6788;male;white;18.5;3;80000;12 yrs;<35h;public;1;0;0;0;0;1
109.066;female;white;22.29;0;65000;some college;>= 35h;public;1;0;2;5;5;1
109.4599;male;white;17.08;3;130000;college;>= 35h;public;0;0;1;2;2;1
82.45361;female;white;15.06;3;37000;12 yrs;no work;catholic;0;0;1;3;3;1
101.8147;female;white;20.54;3;50000;college;<35h;other private;1;0;1;2;2;1
113.1415;male;white;15.99;1;35000;some college;no work;public;1;0;0;2;1;1
104.1443;male;white;17.1;0;16000;some college;>= 35h;public;1;0;0;1;1;1
104.4361;male;white;21.02;3;43000;some college;no work;public;1;1;0;2;2;1
66.86164;female;white;18.56;1;36000;12 yrs;>= 35h;public;1;0;1;4;4;1
73.85031;male;white;16.22;1;60000;12 yrs;>= 35h;public;0;1;1;3;3;1
99.44138;male;white;28.03;0;46000;college;>= 35h;catholic;1;0;1;2;2;1
108.8326;female;white;17.45;2;80000;college;no work;catholic;1;0;0;1;1;1
104.3437;female;white;21.65;1;40000;12 yrs;>= 35h;other private;1;1;2;3;4;1
110.3013;male;white;18.77;2;90000;12 yrs;>= 35h;catholic;0;0;1;3;3;1
108.8277;male;white;22.27;1;50000;12 yrs;>= 35h;public;1;1;1;3;3;0
108.249;male;white;23.24;3;85000;college;<35h;catholic;1;1;1;3;2;1
105.7929;female;white;19.29;0;52000;some college;>= 35h;public;0;1;1;3;3;1
102.3837;male;white;15.18;1;55000;12 yrs;>= 35h;other private;0;1;1;3;3;1
110.4618;male;white;19.17;2;55000;12 yrs;no work;catholic;0;1;1;2;2;1
111.3421;male;white;17.1;2;60000;some college;no work;public;0;0;1;4;2;1
107.3346;male;white;15.03;1;100000;college;no work;public;0;0;0;1;1;1
109.4842;male;white;24.66;0;33000;12 yrs;no work;catholic;0;0;2;0;5;1
80.1581;female;white;15.05;2;43000;12 yrs;no work;public;1;1;0;0;0;1
106.2063;female;white;20.86;1;50000;college;>= 35h;public;1;0;1;1;1;1
102.3302;female;white;16.79;0;96000;12 yrs;>= 35h;catholic;0;0;1;0;3;1
99.31979;male;white;18.6;2;65000;college;no work;public;1;0;0;2;2;1
112.5822;female;white;18.08;0;60000;12 yrs;no work;public;1;0;0;2;1;1
89.79731;male;white;19.69;1;70000;some college;<35h;other private;0;1;1;2;2;1
108.3268;female;white;20.94;1;375000;college;>= 35h;public;0;1;1;4;4;1
107.3006;female;white;17.58;2;27000;some college;<35h;public;1;0;0;2;2;1
111.702;male;white;21.99;2;500000;college;no work;other private;0;0;0;2;2;1
113.7543;male;white;16.33;0;120000;college;>= 35h;public;1;0;1;2;2;1
108.5602;female;white;20.73;1;100000;college;no work;public;0;1;1;1;1;1
116.1908;female;white;16.68;1;140000;college;>= 35h;other private;0;0;0;2;1;1
110.0435;female;white;30.05;1;65000;some college;>= 35h;public;0;0;0;2;2;1
107.0477;male;white;19.62;1;50000;12 yrs;>= 35h;public;0;0;2;4;4;1
89.23802;male;white;23.05;1;26000;some college;>= 35h;public;1;0;1;3;3;1
102.6463;female;white;19.14;1;45000;12 yrs;>= 35h;other private;1;2;0;3;2;1
85.15279;female;white;31.08;3;18000;12 yrs;no work;public;0;0;1;3;4;1
94.05762;female;white;26.66;1;100000;some college;>= 35h;other private;0;0;1;2;2;1
105.0343;female;white;18.45;1;98000;college;>= 35h;public;1;0;0;2;2;1
98.21095;male;white;24.63;2;40000;12 yrs;>= 35h;public;1;1;1;4;4;1
106.1869;male;white;22.22;3;80000;some college;no work;public;0;1;1;2;2;1
111.877;male;white;18.83;3;40000;college;no work;public;0;1;0;0;0;1
106.3522;female;white;22.68;1;17000;some college;no work;public;0;1;3;6;4;1
114.9896;male;white;16.33;1;52000;some college;>= 35h;public;1;1;1;3;2;0
101.4208;female;white;19.55;1;42000;college;>= 35h;other private;0;0;1;2;2;1
85.50781;female;white;24.66;2;37000;9-11 yrs;>= 35h;public;1;0;2;3;3;1
115.4516;male;white;21.93;2;150000;college;no work;public;0;1;0;4;4;1
98.55624;male;white;16.31;0;20000;12 yrs;>= 35h;other private;1;0;2;1;0;1
99.75264;female;white;21.13;2;100000;college;>= 35h;public;1;0;1;0;0;1
102.4129;female;white;18.83;1;50000;12 yrs;no work;public;0;2;2;8;4;1
109.4259;female;white;16.85;2;100000;college;no work;public;1;0;0;2;2;1
80.24564;male;white;22.15;1;12000;9-11 yrs;no work;public;0;0;0;1;1;1
102.4518;male;white;18.42;2;74000;some college;<35h;public;0;0;1;4;5;1
99.0669;male;white;22.02;2;23000;12 yrs;>= 35h;public;1;1;1;4;4;0
99.44624;female;white;20.74;2;75000;college;<35h;public;0;1;1;2;2;1
112.0375;female;white;19.34;2;100000;college;<35h;public;1;1;1;3;1;1
111.1718;male;white;23.74;1;45000;college;>= 35h;catholic;0;0;1;2;2;1
113.195;female;white;18.13;1;140000;college;>= 35h;catholic;0;1;1;2;3;1
105.6811;male;white;17.88;3;100000;college;>= 35h;catholic;1;0;0;4;4;1
101.377;male;white;16.44;2;10000;12 yrs;>= 35h;public;1;1;0;2;2;1
77.11849;female;white;16.33;3;27000;12 yrs;no work;public;0;0;1;2;0;1
74.12266;female;white;24.02;3;26000;some college;no work;public;0;0;2;4;2;1
110.6125;male;white;22.79;1;50000;12 yrs;>= 35h;public;1;0;1;2;3;1
105.258;male;white;18.13;4;60000;some college;>= 35h;public;1;1;1;3;3;1
110.277;male;white;17.22;3;50000;12 yrs;>= 35h;public;1;1;1;2;2;1
76.94828;female;white;28.17;2;13000;12 yrs;>= 35h;public;1;1;2;4;1;1
106.6246;male;white;19.29;2;50000;some college;>= 35h;other private;0;1;2;3;3;1
112.1105;female;white;21.49;1;70000;college;no work;public;0;0;1;3;3;1
104.4896;male;white;16.01;3;100000;12 yrs;<35h;public;0;0;0;2;0;1
84.05853;male;white;27.5;2;100000;some college;<35h;catholic;0;0;1;2;2;1
111.4491;female;white;21.27;2;65000;some college;>= 35h;public;1;1;2;2;2;1
113.0005;female;white;15.72;3;105000;college;no work;public;1;1;1;4;4;1
82.20072;female;white;18.5;1;35000;12 yrs;<35h;public;1;1;1;3;3;1
110.097;female;white;24.76;1;40000;some college;>= 35h;public;1;1;2;3;3;1
106.6489;female;white;19.24;0;26000;some college;>= 35h;public;0;0;1;1;1;1
77.86745;male;white;21.18;1;25000;12 yrs;<35h;public;1;2;2;2;4;1
106.5419;male;white;20.1;1;70000;12 yrs;<35h;public;0;0;1;3;2;1
101.6737;male;white;27.49;2;60000;college;>= 35h;public;1;0;1;4;4;1
107.8112;female;white;19.04;2;80000;college;no work;catholic;1;0;0;2;2;1
91.40709;male;white;19.79;2;50000;12 yrs;no work;public;1;1;1;3;3;1
106.5322;male;white;18.5;1;30000;12 yrs;>= 35h;public;1;2;1;4;4;1
105.3552;male;white;37.13;0;50000;college;>= 35h;public;0;0;1;2;2;1
105.7929;male;white;19.99;1;70000;college;no work;catholic;0;1;1;2;2;1
108.2927;male;white;19.62;1;110000;college;>= 35h;public;0;0;1;0;2;1
110.4229;female;white;17.5;1;170000;college;<35h;other private;0;0;1;2;2;1
104.3096;male;white;20.55;0;150000;college;>= 35h;other private;1;0;0;1;1;1
100.701;male;white;16.78;4;30000;12 yrs;<35h;public;0;0;1;3;3;1
92.14146;female;white;29.72;2;65000;some college;>= 35h;catholic;0;1;1;2;2;1
107.3346;female;white;20.74;2;82000;12 yrs;>= 35h;public;0;0;1;0;1;1
98.82373;female;white;31.64;1;60000;some college;<35h;public;1;2;2;6;6;1
111.1329;male;white;18.88;1;85000;college;>= 35h;public;0;0;2;4;4;1
114.4789;female;white;18.37;2;95000;college;<35h;public;0;1;0;2;2;1
90.74567;female;white;15.23;3;36000;college;<35h;public;1;0;1;3;3;1
101.4305;female;white;18.48;2;17000;some college;>= 35h;public;1;2;1;3;2;1
108.3462;male;white;22.95;1;70;college;>= 35h;public;0;0;1;3;2;1
112.1396;female;white;20.44;2;60000;college;<35h;public;0;0;2;4;4;1
109.6204;male;white;17.25;1;82000;college;>= 35h;public;1;1;1;3;3;1
111.167;male;white;19.17;2;60000;some college;>= 35h;catholic;1;0;2;2;2;1
106.9893;female;white;23.54;2;50000;some college;>= 35h;public;1;1;1;3;5;0
113.0005;female;white;19.52;1;70000;college;no work;public;0;0;1;2;2;1
102.6366;female;white;20.83;2;51000;some college;>= 35h;public;1;1;2;3;3;1
106.9018;male;white;29.27;3;50000;1-8 yrs;<35h;other private;1;0;1;4;4;1
97.6468;female;white;26.57;0;40000;some college;>= 35h;public;0;0;2;3;0;1
100.5794;male;white;18.59;3;84000;12 yrs;<35h;public;0;1;1;3;3;1
111.381;male;white;20.9;1;45000;college;>= 35h;public;0;1;1;3;3;1
105.1948;male;white;16.33;2;90000;college;<35h;public;0;0;2;2;2;1
105.4379;male;white;19.02;2;70000;12 yrs;<35h;public;1;1;2;4;3;1
78.51428;male;white;29.09;1;89000;12 yrs;>= 35h;public;1;0;2;3;3;1
110.7779;male;white;24.45;1;97000;college;>= 35h;public;1;1;1;3;3;1
107.3103;male;white;18.09;2;200000;college;>= 35h;other private;0;0;1;2;2;1
101.0658;male;white;17.87;1;70000;college;no work;catholic;1;0;1;2;1;1
103.2154;female;white;16.48;2;30000;12 yrs;>= 35h;catholic;1;0;1;5;0;1
95.44855;female;white;23.62;1;47000;12 yrs;<35h;public;1;1;0;4;2;1
108.8569;female;white;23.66;0;75000;12 yrs;>= 35h;public;0;1;2;4;4;1
107.1255;female;white;18.13;2;100000;some college;<35h;public;1;0;0;0;0;1
105.2969;female;white;16.47;1;50000;some college;<35h;public;1;1;1;2;2;1
106.9456;female;white;19.75;2;100000;college;no work;public;0;0;1;2;2;1
92.22414;male;white;25.15;0;40000;12 yrs;<35h;public;1;1;0;2;2;1
108.5116;male;white;19.46;1;35000;12 yrs;>= 35h;public;1;2;1;3;2;1
86.87442;male;white;18.22;1;50000;12 yrs;<35h;catholic;0;0;0;2;2;1
115.7969;male;white;17.48;1;125000;college;>= 35h;public;1;0;0;0;0;1
84.95339;male;white;18.85;1;50000;12 yrs;>= 35h;public;0;0;1;3;3;1
108.5845;female;white;21.66;2;11000;9-11 yrs;>= 35h;public;1;0;2;4;2;1
97.94346;female;white;15.12;0;64000;some college;>= 35h;public;0;1;1;2;3;1
102.0919;male;white;25.06;1;35000;some college;<35h;public;0;0;1;2;1;1
99.21767;male;white;16.35;3;100000;college;no work;catholic;0;1;2;4;4;1
109.9171;female;white;15.15;2;100000;college;no work;public;1;0;1;1;2;1
107.5827;male;white;25.15;1;60000;12 yrs;no work;other private;1;1;2;5;5;1
82.74055;female;white;15.66;2;18000;9-11 yrs;<35h;public;1;0;2;4;4;0
91.55785;male;white;19.41;1;60000;college;>= 35h;public;1;1;0;2;0;1
100.8761;male;white;18.72;2;32000;12 yrs;>= 35h;public;0;2;2;4;4;1
93.76582;female;white;18.62;1;55000;12 yrs;no work;public;0;0;2;4;4;1
94.34457;male;white;20.28;1;85000;12 yrs;<35h;public;1;0;1;1;1;1
90.46845;female;white;16.4;1;120000;college;<35h;public;1;0;1;1;1;1
104.0908;female;white;22.51;3;24000;some college;>= 35h;catholic;1;2;2;4;4;1
87.52125;male;white;25.15;0;80000;college;>= 35h;public;1;0;1;5;5;1
114.2649;male;white;16.99;2;60000;college;<35h;public;1;1;1;3;3;1
96.57199;female;white;21.22;1;60000;some college;no work;public;0;0;3;4;4;1
102.588;female;white;19.52;1;70000;some college;<35h;public;1;0;2;3;0;1
101.2311;male;white;18.58;1;40000;12 yrs;>= 35h;catholic;1;1;1;2;2;1
114.0655;male;white;24.13;1;75000;college;>= 35h;public;1;0;1;1;3;1
106.2161;male;white;17.2;1;28000;12 yrs;>= 35h;public;0;0;0;1;1;1
109.7566;male;white;15.08;2;300000;college;no work;public;1;0;0;2;2;1
115.6072;male;white;19.89;1;80000;college;<35h;public;0;0;0;2;1;1
107.0428;male;white;24.89;3;17000;9-11 yrs;no work;public;1;1;3;6;6;1
100.0882;female;white;27.15;1;10000;12 yrs;no work;public;0;0;0;4;4;1
109.1;female;white;16.9;2;45000;college;>= 35h;other private;0;1;1;1;1;1
104.047;female;white;20.17;0;35000;12 yrs;no work;public;1;0;1;3;3;1
92.29222;female;white;22.97;1;100000;college;<35h;public;1;0;1;2;2;1
96.5574;female;white;18.12;3;27000;12 yrs;>= 35h;public;0;0;1;3;3;1
108.5651;female;white;23.93;0;90000;12 yrs;>= 35h;catholic;0;0;2;2;2;1
112.7281;female;white;22.85;0;85000;college;no work;other private;0;0;1;2;2;1
107.7383;female;white;18.67;2;32000;college;<35h;public;1;0;1;1;1;1
97.71975;female;white;16.89;2;20000;12 yrs;no work;public;1;1;1;1;1;0
106.8532;female;white;16.11;1;80000;12 yrs;>= 35h;public;0;1;0;1;1;1
101.6931;female;white;29.81;1;65000;some college;>= 35h;other private;0;1;1;3;2;1
103.0889;male;white;21.08;0;65000;12 yrs;>= 35h;public;1;1;0;0;2;0
100.8323;female;white;17.06;1;65000;some college;no work;public;0;0;2;4;4;1
98.48816;female;white;21.45;1;35000;some college;>= 35h;public;0;0;2;2;2;1
108.0204;male;white;18.51;1;120000;12 yrs;<35h;public;0;1;1;3;3;1
105.2531;male;white;17.38;2;60000;12 yrs;>= 35h;public;0;1;0;2;3;1
97.09237;female;white;18.15;1;300000;college;<35h;public;1;0;0;2;1;1
95.23943;female;white;24.89;0;50000;12 yrs;<35h;catholic;0;1;1;2;4;1
82.75028;female;white;18.72;4;72000;some college;>= 35h;other private;1;0;1;2;2;1
105.3893;male;white;15.73;2;55000;12 yrs;<35h;public;1;1;1;3;3;1
114.834;male;white;16.09;2;50000;college;<35h;other private;1;1;1;4;4;1
112.271;female;white;15.96;2;40000;college;<35h;public;1;0;1;1;2;1
96.99997;male;white;16.37;2;100000;college;<35h;public;1;1;0;3;3;1
111.415;female;white;19.48;4;60000;college;>= 35h;catholic;0;1;1;2;2;1
114.761;female;white;25.22;2;32000;college;<35h;public;0;1;0;2;0;1
98.75565;female;white;17.87;2;70000;college;<35h;catholic;0;1;1;4;4;1
101.1727;female;white;18.23;1;120000;12 yrs;>= 35h;public;0;0;0;2;2;1
116.4;male;white;19.98;7;350000;college;<35h;catholic;1;0;1;1;0;1
101.1241;male;white;31.97;3;60000;12 yrs;no work;public;1;0;2;2;2;1
105.4817;male;white;15.65;1;54000;12 yrs;<35h;public;1;1;1;3;3;1
105.7492;male;white;27.89;1;95000;some college;>= 35h;other private;0;0;1;6;4;1
99.07176;female;white;17.12;0;20000;some college;>= 35h;public;0;0;1;2;2;1
105.8708;female;white;17.58;2;68000;college;<35h;public;0;0;1;3;4;1
104.188;female;white;21.45;1;55000;some college;>= 35h;catholic;0;2;0;0;0;1
100.8274;female;white;19.67;1;40000;some college;<35h;public;1;1;0;1;1;1
97.59816;female;white;21.73;1;14000;some college;no work;other private;1;0;1;3;3;1
99.73804;female;white;21.61;1;99000;some college;no work;public;0;0;0;2;2;1
107.8502;male;white;15.44;2;71000;some college;>= 35h;catholic;0;0;1;3;3;1
110.5153;male;white;29.54;1;60000;some college;>= 35h;public;1;1;2;8;8;1
98.10395;male;white;16.42;1;28000;12 yrs;<35h;public;1;0;1;1;1;1
105.2337;male;white;18.1;1;75000;college;<35h;public;0;0;2;3;3;1
111.7068;female;white;18.44;2;14000;some college;no work;public;1;1;1;2;0;1
92.4284;female;white;26.1;1;50000;some college;>= 35h;public;0;2;1;2;2;1
104.5868;female;white;16.69;1;60000;12 yrs;>= 35h;catholic;0;1;2;6;6;1
100.1417;female;white;28.38;0;70000;12 yrs;>= 35h;catholic;1;1;1;0;0;1
108.3414;male;white;16.93;1;300000;college;no work;public;0;0;1;1;1;1
100.8566;male;white;23.63;1;100000;some college;>= 35h;public;1;3;0;3;1;1
