math;gender;ethnicity;bmi;siblings;income;momeduc;momwork;school;schoolissues;tvmfb;tvmfa;tvsat;tvsun;computer
95.99812;female;white;17.49;2;22000;some college;>= 35h;public;1;2;2;4;4;1
114.6005;male;white;17.26;2;210000;12 yrs;>= 35h;public;1;2;1;3;3;1
103.2397;female;white;16.13;2;85000;college;<35h;public;0;0;1;2;1;1
112.2515;female;white;17.07;1;60000;college;no work;public;0;0;1;1;0;1
102.9916;female;white;19.9;1;55000;12 yrs;>= 35h;public;1;1;1;4;4;1
104.8349;female;white;16.88;0;65000;12 yrs;>= 35h;public;1;0;1;2;2;1
111.1816;female;white;24.87;0;30000;some college;<35h;public;1;0;1;2;2;1
101.7563;female;white;18.96;2;40000;some college;>= 35h;public;1;1;2;0;0;1
110.0192;female;white;19.43;2;50000;college;>= 35h;other private;0;1;0;4;2;1
106.8337;male;white;36.94;2;30000;some college;no work;public;0;0;1;1;1;1
106.8775;female;white;26.63;0;85000;12 yrs;>= 35h;other private;0;0;1;1;1;1
107.9571;male;white;20.2;4;21000;12 yrs;no work;public;1;0;1;2;0;1
106.5857;female;white;24.89;2;87000;college;no work;public;0;0;0;2;3;1
100.2925;male;white;26.66;2;36000;12 yrs;>= 35h;other private;0;0;2;3;3;1
105.4185;female;white;17.2;2;54000;12 yrs;>= 35h;public;1;3;0;0;0;1
104.0616;female;white;15.72;1;12000;12 yrs;<35h;public;0;2;2;3;3;0
115.5002;female;white;26.18;2;60000;college;<35h;public;0;0;2;4;4;1
83.96127;female;white;16.23;0;22000;some college;<35h;public;0;2;1;3;2;1
103.7941;male;white;19.56;1;75000;12 yrs;>= 35h;other private;1;0;0;1;1;1
109.5523;female;white;15.02;1;56000;college;<35h;catholic;0;0;0;3;2;1
107.3444;male;white;16.27;3;32000;some college;>= 35h;public;1;0;1;3;3;1
88.61551;male;white;28.21;2;50000;college;>= 35h;public;0;0;1;2;2;1
105.5449;female;white;17.86;2;33000;some college;<35h;public;1;0;1;5;2;1
108.1079;male;white;18.14;1;68000;12 yrs;>= 35h;public;1;1;2;5;5;1
106.2258;male;white;17.07;2;91000;college;>= 35h;other private;0;0;2;3;3;1
105.6325;female;white;17.96;0;13000;12 yrs;<35h;catholic;0;1;2;3;3;1
107.7529;female;white;19.81;1;45000;college;>= 35h;public;1;1;1;2;2;1
94.17921;male;white;24.22;2;75000;12 yrs;>= 35h;catholic;1;1;2;4;5;1
105.9632;male;white;17.41;2;24000;some college;>= 35h;public;1;0;1;2;2;1
89.74381;female;white;16.87;2;49000;college;no work;public;0;1;1;1;1;1
112.4363;female;white;20.2;3;80000;some college;<35h;catholic;0;1;0;4;2;1
99.01826;male;white;23.99;2;40000;college;>= 35h;public;1;0;2;0;2;1
111.6339;male;white;30.04;1;33000;12 yrs;>= 35h;public;0;0;1;4;4;1
104.2707;male;white;16.72;1;110000;college;>= 35h;public;1;0;0;1;1;1
111.6728;female;white;21.59;1;80000;some college;>= 35h;public;1;1;0;2;0;1
107.5292;female;white;23.72;1;85000;some college;>= 35h;public;0;1;1;0;0;1
108.4532;female;white;20.51;5;45000;college;<35h;other private;1;1;1;4;4;1
107.2228;female;white;27.63;0;19000;college;>= 35h;public;1;1;0;2;2;1
105.613;female;white;18.58;1;60000;college;<35h;public;0;0;0;2;1;1
103.6677;male;white;30.23;2;33000;college;>= 35h;catholic;0;2;1;4;2;1
109.8052;female;white;17.26;3;90000;college;>= 35h;public;1;0;0;2;1;1
105.8513;male;white;24.88;3;40000;some college;no work;catholic;0;0;0;2;2;1
109.2849;female;white;16.24;0;34000;college;>= 35h;public;1;0;1;3;3;1
105.2872;male;white;17.76;4;50000;12 yrs;>= 35h;public;0;2;1;1;1;0
104.8884;female;white;21.1;2;90000;college;>= 35h;public;1;0;2;2;1;1
107.8502;male;white;17.76;0;105000;some college;>= 35h;other private;0;0;1;4;4;1
98.21581;male;white;23.91;1;35000;12 yrs;>= 35h;catholic;1;0;2;4;4;1
99.84018;male;white;17.97;1;75000;college;<35h;catholic;0;0;1;3;4;1
99.39275;female;white;15.93;1;150000;college;>= 35h;catholic;0;1;1;3;3;1
108.6769;male;white;18.46;1;68000;college;>= 35h;public;0;0;1;2;3;1
100.5065;male;white;17.4;1;25000;9-11 yrs;<35h;public;1;1;0;2;1;1
95.77926;male;white;29.6;1;60000;12 yrs;no work;catholic;1;1;0;6;6;1
97.66625;male;white;17.35;3;70000;12 yrs;<35h;public;0;1;0;2;2;1
95.74522;male;white;17.42;2;70000;college;<35h;public;1;1;0;2;2;1
107.0477;female;white;16.89;1;140000;some college;>= 35h;public;1;0;1;4;4;1
93.34757;female;white;21.7;4;40000;9-11 yrs;no work;public;1;0;1;2;2;1
104.5674;female;white;19.16;1;120000;college;>= 35h;public;1;1;1;3;3;1
99.15444;male;white;18.18;2;50000;college;<35h;public;0;1;1;2;2;1
110.1165;female;white;16.06;2;50000;college;>= 35h;catholic;1;1;1;2;2;1
105.2823;male;white;22.25;1;55000;12 yrs;>= 35h;public;0;1;2;4;4;1
105.7005;male;white;16.65;2;34000;some college;>= 35h;public;0;1;1;2;2;1
113.0831;female;white;16.6;0;60000;college;>= 35h;public;1;0;0;0;0;1
110.5639;male;white;16.85;2;1;12 yrs;no work;public;0;1;0;2;2;1
94.38834;female;white;17.66;0;8000;12 yrs;>= 35h;public;1;0;1;3;3;0
100.7496;female;white;20.72;1;65000;12 yrs;>= 35h;public;1;0;2;5;5;1
99.73804;male;white;23.73;1;60000;12 yrs;>= 35h;public;0;2;1;8;8;1
103.6142;male;white;20.63;1;10000;college;>= 35h;public;0;2;1;3;3;1
108.1565;female;white;22.97;2;94000;college;>= 35h;public;1;5;3;1;1;1
112.9664;male;white;18.76;1;65000;college;<35h;public;1;0;1;2;2;1
98.78483;female;white;17.82;2;60000;some college;>= 35h;public;1;1;2;5;5;1
102.3108;male;white;16.56;1;60000;some college;<35h;other private;0;1;1;3;3;1
108.6234;male;white;22.23;2;40000;some college;no work;public;1;0;2;2;2;1
111.3907;female;white;23.89;0;29000;college;>= 35h;public;1;2;1;5;4;1
107.7723;female;white;23.61;1;70000;some college;>= 35h;public;1;1;1;3;3;1
92.19495;male;white;18.97;1;46000;12 yrs;>= 35h;public;1;2;1;3;3;1
96.70817;male;white;17.22;2;21000;college;>= 35h;public;1;1;0;4;4;0
108.0593;female;white;19.86;1;115000;college;>= 35h;catholic;1;1;2;3;3;1
116.7112;female;white;27.14;1;26000;college;<35h;public;1;3;2;10;4;0
104.2853;female;white;29.85;0;20000;12 yrs;>= 35h;public;1;0;2;3;4;1
113.1366;male;white;20.02;3;150000;college;<35h;public;0;0;0;2;2;1
81.52471;male;white;23.86;1;37000;12 yrs;no work;public;1;0;3;6;6;1
108.3219;female;white;16.04;2;60000;12 yrs;>= 35h;public;0;0;2;3;3;1
106.1917;male;white;16.35;2;36000;some college;<35h;catholic;0;0;1;2;2;1
103.6531;male;white;26.66;3;75000;college;>= 35h;public;1;0;1;4;4;1
92.97796;female;white;17.14;1;9000;some college;<35h;public;0;0;1;2;2;1
95.80357;female;white;16.3;0;57000;some college;>= 35h;public;0;0;0;2;3;1
103.9254;male;white;33.28;0;65000;some college;<35h;public;1;1;2;3;4;1
102.4859;male;white;27.22;0;68000;some college;>= 35h;public;1;1;1;1;1;1
108.0593;male;white;23.18;2;85000;some college;<35h;public;1;0;1;2;2;1
104.7327;female;white;18.38;1;45000;college;<35h;public;1;1;0;2;1;1
93.00227;female;white;17.35;1;125000;some college;no work;catholic;1;0;1;2;1;1
106.8191;female;white;17.97;1;20000;12 yrs;>= 35h;public;1;0;1;5;3;1
79.39455;female;white;24.98;1;30000;12 yrs;>= 35h;public;1;2;1;2;0;1
104.188;male;white;33.76;2;34000;12 yrs;<35h;public;1;1;1;5;5;1
111.4831;female;white;17.17;1;84000;college;>= 35h;other private;1;0;2;4;4;1
100.0104;male;white;20.78;1;50000;12 yrs;>= 35h;public;1;0;1;4;4;1
97.75865;female;white;16.02;1;60000;12 yrs;>= 35h;public;0;1;0;2;2;1
108.7936;male;white;26.34;1;58000;college;no work;public;1;0;1;4;2;1
110.6952;female;white;19.97;2;35000;12 yrs;no work;public;0;0;0;2;2;1
101.0706;female;white;15.47;1;60000;college;<35h;public;1;1;2;2;2;1
95.53609;female;white;20.94;2;8500;12 yrs;no work;public;1;0;1;2;2;1
105.365;female;white;18.12;2;38000;12 yrs;no work;public;1;0;2;3;3;1
101.5813;female;white;25.84;3;65000;12 yrs;>= 35h;public;1;2;2;4;4;1
95.86194;female;white;20.15;1;72000;some college;<35h;catholic;0;0;0;6;4;1
90.16692;female;white;19.08;0;25000;12 yrs;no work;public;0;0;2;5;3;1
99.30521;female;white;23.83;4;80000;some college;no work;public;1;1;2;4;4;1
86.65071;male;white;19.96;1;25000;12 yrs;no work;public;1;1;2;4;4;1
99.75264;male;white;26.6;2;30000;12 yrs;>= 35h;public;1;1;1;4;0;1
78.74773;male;white;17.57;2;40000;12 yrs;>= 35h;public;1;0;1;1;0;1
109.3286;female;white;16.47;1;35000;12 yrs;<35h;catholic;0;0;0;3;1;1
90.02589;male;white;24.52;2;38000;12 yrs;>= 35h;public;0;0;1;2;2;1
100.4335;male;white;20.69;2;39257;some college;no work;public;1;0;0;4;8;1
108.4094;female;white;17.26;3;70000;12 yrs;<35h;public;1;0;2;2;4;1
112.1348;female;white;16.73;1;112000;some college;>= 35h;public;1;0;0;3;3;1
112.5384;female;white;16.83;1;62000;college;>= 35h;public;1;1;1;3;1;0
101.518;female;white;32;2;30000;9-11 yrs;>= 35h;public;1;0;2;5;5;1
107.2763;male;white;22.07;1;40000;9-11 yrs;>= 35h;public;1;0;2;2;4;0
106.8775;male;white;19.78;2;60000;some college;<35h;catholic;0;1;0;2;2;1
101.7174;female;white;16.42;2;50000;college;>= 35h;catholic;1;0;1;2;2;1
101.1776;male;white;19.8;2;6000;some college;>= 35h;public;0;1;2;3;0;1
98.34226;female;white;17.4;2;35000;9-11 yrs;no work;public;1;0;1;3;2;0
103.6725;male;white;22.62;0;11000;some college;<35h;public;1;0;1;5;5;1
102.836;female;white;26.86;1;17000;12 yrs;>= 35h;public;0;2;0;5;5;1
105.5011;male;white;20.22;3;92000;college;>= 35h;catholic;1;1;0;1;1;1
110.6515;male;white;21.37;0;50000;college;>= 35h;public;0;0;1;2;1;1
113.7154;female;white;25.69;1;95000;college;>= 35h;public;1;0;1;5;3;1
96.40177;female;white;23.83;1;50000;12 yrs;no work;public;1;0;1;2;2;1
101.7904;male;white;31.41;3;5000;12 yrs;>= 35h;public;1;5;1;6;3;1
92.39436;female;white;23.28;0;30000;some college;>= 35h;public;0;0;2;3;0;1
112.5628;male;white;18.08;2;120000;college;<35h;public;0;0;1;2;2;1
86.63126;male;white;18.02;1;35000;12 yrs;>= 35h;public;1;0;1;2;2;0
100.8761;male;white;19.39;1;70000;12 yrs;>= 35h;public;1;1;1;2;2;1
111.4199;male;white;18.5;1;300000;college;>= 35h;other private;0;0;0;1;1;1
101.6785;female;white;17.37;1;80000;some college;no work;public;0;1;2;4;4;1
89.24289;female;white;18.83;2;65000;12 yrs;no work;public;1;0;0;1;1;1
106.751;female;white;17.18;1;75000;12 yrs;>= 35h;public;1;1;1;8;8;1
94.49046;male;white;18.86;1;26000;12 yrs;no work;public;1;3;2;7;5;1
108.2246;female;white;23.43;2;135000;college;>= 35h;catholic;1;1;0;1;2;1
103.3418;male;white;17.81;1;90000;college;<35h;other private;1;0;0;2;1;1
110.9822;male;white;18.13;2;100000;college;>= 35h;public;0;0;1;6;6;1
108.3851;male;white;31.47;2;50000;some college;no work;public;1;0;1;3;1;1
110.277;female;white;17.74;3;60000;college;no work;public;1;0;0;1;0;1
87.89087;female;white;18.74;2;75000;12 yrs;>= 35h;catholic;0;1;1;2;2;1
109.0465;male;white;24.41;1;18000;12 yrs;>= 35h;public;1;0;1;2;2;1
99.95203;female;white;21.17;0;50000;some college;>= 35h;public;1;0;1;0;1;1
108.3608;male;white;34.45;3;90000;college;>= 35h;public;1;1;1;5;4;1
91.1931;female;white;25.49;2;14000;some college;>= 35h;public;0;1;0;2;1;1
98.97936;female;white;19.91;1;125000;12 yrs;<35h;public;0;1;0;1;2;1
81.31072;female;white;19.25;5;15000;1-8 yrs;no work;public;1;1;2;4;4;1
109.1584;female;white;18.28;2;90000;college;<35h;catholic;1;1;1;2;2;1
96.06133;male;white;18.08;2;75000;12 yrs;>= 35h;public;1;0;0;0;0;1
90.9402;female;white;19.35;0;80000;12 yrs;>= 35h;catholic;0;1;1;1;1;1
106.9018;male;white;17.48;2;50000;some college;no work;public;1;0;1;2;1;1
115.6072;male;white;22.65;1;40000;12 yrs;<35h;other private;0;2;1;3;2;1
103.5023;female;white;21.57;1;66000;college;>= 35h;public;0;0;1;3;2;1
99.73804;male;white;21.69;0;90000;college;<35h;public;1;0;2;3;3;1
91.56271;male;white;23.02;2;49000;12 yrs;>= 35h;public;1;1;1;5;5;1
112.6017;female;white;21.48;1;50000;college;>= 35h;public;1;1;0;2;1;1
80.31373;male;white;20.29;1;57000;9-11 yrs;>= 35h;public;1;0;4;4;4;0
98.65351;male;white;18.12;2;60000;12 yrs;<35h;public;1;0;4;6;6;1
107.6264;female;white;19.72;1;150000;college;>= 35h;public;1;0;1;3;3;1
91.54326;female;white;17.03;2;29000;some college;>= 35h;public;1;0;0;1;0;1
84.87558;male;white;22.11;1;60000;12 yrs;<35h;catholic;0;0;1;3;3;1
104.2123;female;white;17.36;1;65000;12 yrs;>= 35h;catholic;0;0;1;2;2;1
106.4641;male;white;16.19;2;75000;college;>= 35h;public;0;2;1;2;2;1
89.55901;female;white;18.5;1;55000;college;>= 35h;catholic;0;0;1;2;2;1
96.95133;male;white;17.52;1;30000;12 yrs;<35h;public;1;0;1;4;4;1
110.0387;male;white;24.24;1;105000;college;<35h;other private;1;1;0;2;1;1
107.0769;female;white;19.82;2;120000;college;>= 35h;public;1;1;1;5;5;1
84.38924;female;white;36.31;1;12000;12 yrs;no work;public;0;1;1;5;5;1
86.29568;female;white;27.24;4;34000;12 yrs;no work;public;1;0;1;2;4;1
87.16622;male;white;15.16;3;65000;12 yrs;>= 35h;public;1;0;1;3;5;1
112.1396;female;white;16.78;3;68000;college;<35h;public;1;2;0;4;4;1
106.4155;female;white;17.14;1;56000;12 yrs;>= 35h;catholic;1;0;1;4;4;1
104.5285;female;white;17.19;2;65000;college;no work;other private;1;0;0;2;1;1
108.7304;female;white;19.4;1;200000;college;<35h;public;1;0;0;1;1;1
107.8356;male;white;15.07;1;30000;12 yrs;>= 35h;public;0;0;1;2;2;1
103.8719;male;white;32.8;2;60000;some college;>= 35h;catholic;0;0;1;4;2;1
106.4252;male;white;27.94;1;50000;college;>= 35h;public;1;0;1;2;2;0
110.9433;male;white;15.41;1;73000;college;<35h;public;1;0;3;3;1;1
100.346;female;white;17.98;2;55000;some college;no work;public;0;0;3;5;5;1
108.6137;male;white;22.07;2;100000;college;no work;public;0;1;1;2;2;1
112.1445;female;white;17.12;2;115000;college;no work;public;0;0;0;2;1;1
96.9562;female;white;20.47;1;280000;college;<35h;public;0;0;1;2;2;1
109.4405;female;white;18.4;1;100000;some college;<35h;public;1;0;1;2;2;1
90.67758;female;white;21.9;1;110000;college;<35h;catholic;0;0;0;3;3;1
107.3638;male;white;16.97;1;35000;some college;>= 35h;public;1;1;0;2;2;1
104.937;male;white;21.63;1;22000;12 yrs;<35h;public;0;0;2;5;5;1
105.1169;male;white;19.52;2;999999.99;college;no work;public;0;0;0;1;1;1
106.7899;male;white;16.2;1;45000;12 yrs;<35h;public;0;0;1;4;4;1
108.711;female;white;15.54;1;82000;college;no work;other private;1;0;0;1;1;1
106.3376;female;white;19.59;2;150000;some college;>= 35h;other private;0;1;2;3;2;1
106.9796;female;white;19.89;1;100000;college;<35h;catholic;0;0;0;2;2;1
104.6549;female;white;16.52;1;75000;college;<35h;other private;0;0;0;2;0;1
86.29568;female;white;18.78;3;350000;college;no work;public;1;0;0;1;1;1
88.09513;female;white;21.13;2;40000;12 yrs;no work;catholic;1;0;2;5;5;1
115.6607;female;white;15.15;1;70000;some college;>= 35h;public;1;0;1;1;1;1
97.03887;male;white;26.78;2;135000;college;>= 35h;catholic;1;0;1;2;0;1
109.3821;male;white;20.08;0;39000;some college;>= 35h;public;1;1;1;2;1;1
109.1292;male;white;20.23;2;36000;college;>= 35h;public;1;0;2;3;3;0
95.52637;female;white;16.57;3;160000;some college;no work;catholic;0;0;1;2;2;1
101.7661;male;white;15.77;1;25000;12 yrs;>= 35h;public;0;1;0;2;2;1
84.1947;male;white;20.56;2;80000;some college;>= 35h;catholic;0;0;1;4;4;1
94.17435;female;white;18.08;3;110000;college;<35h;catholic;1;0;0;2;2;1
104.4361;female;white;15.75;2;41000;12 yrs;>= 35h;public;1;0;1;3;3;1
108.5651;female;white;17.54;1;21000;some college;>= 35h;public;1;0;1;2;2;1
111.0843;male;white;16.78;2;45000;1-8 yrs;no work;public;0;0;1;2;2;1
109.2508;female;white;15.82;1;125000;college;no work;public;0;1;0;2;2;1
107.3979;female;white;19.53;1;10000;college;<35h;public;1;0;1;1;1;1
108.852;female;white;17.13;1;50000;12 yrs;>= 35h;public;1;1;2;5;5;1
113.0296;male;white;17.18;2;85000;college;>= 35h;catholic;0;0;1;2;2;1
101.7904;female;white;18.61;3;29000;12 yrs;<35h;public;1;1;1;2;1;1
89.85081;male;white;16.25;2;40000;some college;>= 35h;public;1;1;1;2;2;1
115.1987;male;white;16.79;2;56000;college;>= 35h;public;1;0;1;3;2;1
104.2707;female;white;17.35;0;90000;college;<35h;public;0;0;1;2;2;1
97.36958;male;white;26.64;1;70000;some college;<35h;public;0;2;0;3;0;1
99.5192;female;white;15.28;1;380000;college;no work;public;0;0;0;2;2;1
101.7174;female;white;19.44;2;40000;12 yrs;no work;public;1;1;1;4;2;1
105.0829;female;white;15.93;2;55000;some college;<35h;public;1;0;1;2;2;1
110.4618;male;white;22.9;1;60000;12 yrs;>= 35h;public;0;0;0;2;0;1
110.6758;male;white;15.4;2;60000;some college;>= 35h;other private;1;1;1;4;4;1
106.6975;male;white;25.09;2;38000;some college;>= 35h;catholic;1;1;2;5;5;1
102.4226;male;white;25.08;2;80000;12 yrs;no work;public;0;1;1;2;1;1
103.1765;female;white;29.08;0;50000;college;>= 35h;catholic;0;0;0;0;0;1
100.4481;female;white;15.12;1;85000;college;>= 35h;catholic;0;0;0;1;1;1
79.02007;male;white;20.9;2;55000;some college;>= 35h;public;0;0;1;5;5;1
75.49899;female;white;17.58;0;20000;12 yrs;>= 35h;public;1;1;2;2;2;0
108.2149;female;white;18.09;1;1;college;no work;public;0;0;0;1;1;1
97.50576;male;white;28.84;4;48000;some college;>= 35h;public;1;1;0;2;0;1
110.8946;female;white;15.88;1;68000;college;>= 35h;public;0;1;0;2;2;1
104.7133;female;white;20.64;2;95000;college;<35h;catholic;0;0;0;1;1;1
112.0181;female;white;15.87;0;125000;some college;no work;public;1;1;1;3;3;1
95.60904;female;white;19.78;2;30000;12 yrs;no work;public;1;0;1;3;2;1
114.7416;male;white;20.94;2;97500;some college;<35h;public;0;1;2;4;4;1
109.7517;female;white;18.18;1;28000;1-8 yrs;>= 35h;public;1;1;1;3;1;1
104.7133;male;white;18.99;2;44000;college;<35h;public;1;2;1;5;3;1
105.9291;male;white;25.65;1;62000;12 yrs;>= 35h;public;0;1;0;1;1;1
89.67086;male;white;17.27;2;50000;some college;>= 35h;public;1;0;1;2;2;1
91.54813;female;white;27.02;2;38000;12 yrs;>= 35h;public;0;2;1;2;2;1
95.30265;male;white;22.7;3;35000;some college;<35h;public;1;2;1;4;4;1
101.5715;female;white;23.71;2;34000;12 yrs;<35h;public;1;1;2;3;3;1
104.4118;male;white;25.53;2;30000;9-11 yrs;>= 35h;public;1;0;2;4;4;1
115.0528;male;white;26.18;1;80000;college;<35h;public;0;0;0;3;3;1
107.8842;female;white;16.67;2;25000;some college;>= 35h;public;1;1;1;3;2;1
103.585;female;white;26.7;2;50000;some college;>= 35h;other private;0;0;2;5;2;1
91.31468;female;white;18.54;2;14000;12 yrs;>= 35h;public;1;0;1;1;1;1
97.95805;male;white;16;1;60000;college;<35h;public;1;1;2;5;5;1
94.70445;female;white;17.56;1;50000;some college;>= 35h;public;1;0;1;3;3;1
108.638;male;white;26.05;1;80000;some college;>= 35h;public;0;0;1;2;2;1
78.0863;male;white;23.2;1;61000;some college;>= 35h;public;1;0;2;4;4;1
108.0447;female;white;19.32;2;45000;12 yrs;>= 35h;catholic;0;0;1;3;3;1
103.1181;female;white;16.36;2;30000;12 yrs;>= 35h;public;1;1;2;4;4;1
116.2443;male;white;17.35;2;400000;college;>= 35h;public;0;0;1;3;1;1
97.39877;female;white;19.03;1;68000;some college;>= 35h;public;1;1;1;3;3;1
89.52982;male;white;21.03;0;121000;college;>= 35h;other private;0;0;0;2;1;1
103.0451;male;white;17.64;2;65000;some college;>= 35h;public;0;0;1;1;1;1
111.877;male;white;23.66;1;12000;college;>= 35h;public;0;0;0;5;2;1
98.04559;male;white;17.76;1;90000;college;<35h;catholic;0;0;1;1;1;1
104.3631;female;white;15.61;3;120000;college;>= 35h;public;0;1;1;3;2;1
103.123;male;white;25.37;1;20000;12 yrs;>= 35h;other private;1;1;1;3;3;1
98.42007;female;white;19.17;3;60000;some college;<35h;public;0;0;1;3;3;1
106.4884;male;white;15.96;2;64000;some college;>= 35h;public;1;0;1;2;2;1
113.0588;female;white;21.05;1;33600;college;<35h;public;1;0;0;3;1;1
94.5391;female;white;20.37;1;125000;college;<35h;public;0;0;1;2;2;1
87.68661;female;white;21.8;2;59000;some college;<35h;public;1;1;1;3;3;1
105.3018;female;white;20.01;2;70000;12 yrs;<35h;catholic;0;0;1;0;0;1
107.2131;female;white;22.57;1;30000;12 yrs;no work;public;0;0;1;1;1;1
101.9801;male;white;15.84;1;49000;college;>= 35h;catholic;1;0;0;4;6;1
106.2793;male;white;16.66;2;150000;college;no work;public;0;0;2;2;3;1
103.1327;female;white;16.97;0;51000;some college;>= 35h;catholic;1;1;1;3;3;1
108.142;male;white;18.45;3;100000;college;<35h;catholic;1;1;0;2;2;1
114.4643;male;white;16.48;1;60000;some college;>= 35h;public;0;1;3;4;4;1
101.7223;female;white;17.94;2;50000;college;<35h;public;0;2;3;5;5;1
95.25888;female;white;19.23;4;25000;12 yrs;<35h;other private;1;1;0;2;2;0
94.78713;female;white;26.37;1;130000;some college;<35h;public;0;0;0;1;1;1
96.76653;female;white;15.58;1;54000;some college;>= 35h;public;0;1;2;3;3;1
106.2258;female;white;18.35;2;150000;some college;<35h;public;1;0;1;2;2;1
112.1737;male;white;18.14;0;60000;some college;>= 35h;public;1;0;1;0;2;1
112.378;female;white;18.16;0;36000;some college;>= 35h;public;1;0;1;2;2;1
93.84364;male;white;17.86;1;50000;college;<35h;public;0;0;1;1;1;1
111.9694;male;white;18.56;1;100000;college;no work;other private;0;0;2;5;5;1
104.368;male;white;22.65;3;1;college;>= 35h;public;0;0;0;2;0;1
99.12526;female;white;19.68;3;50000;12 yrs;>= 35h;public;0;0;0;3;2;1
99.54351;male;white;18.78;1;71000;college;>= 35h;public;1;0;1;4;4;1
98.56111;female;white;20.33;2;40000;some college;>= 35h;public;1;0;1;4;2;1
115.0869;male;white;18.11;2;50000;12 yrs;<35h;public;1;0;0;1;1;1
111.3956;female;white;18.18;1;62000;12 yrs;>= 35h;public;1;1;1;3;3;1
98.66811;female;white;21.7;0;12000;12 yrs;>= 35h;public;0;0;1;2;2;1
110.3013;male;white;23.05;0;30000;9-11 yrs;no work;public;0;1;2;3;3;1
106.7851;female;white;16.73;2;55000;some college;<35h;public;1;2;2;4;4;1
113.4819;male;white;19.37;2;130000;college;<35h;catholic;0;0;1;2;1;1
86.94251;female;white;19.18;2;16800;12 yrs;no work;public;0;0;3;4;4;1
105.6325;female;white;17.21;1;45000;12 yrs;no work;public;0;2;0;2;2;1
108.0155;male;white;18.94;1;30000;12 yrs;>= 35h;public;1;2;1;4;4;1
96.39691;male;white;19.31;0;30000;some college;>= 35h;public;1;1;1;2;2;1
100.5405;male;white;16.95;1;65000;college;<35h;catholic;1;0;1;3;3;1
100.4967;male;white;25.95;0;30000;12 yrs;>= 35h;catholic;1;1;1;4;4;1
115.8261;female;white;18.31;1;13000;college;>= 35h;public;0;0;0;1;1;1
107.6556;female;white;27.44;1;65000;12 yrs;no work;other private;0;0;3;4;2;1
79.06871;male;white;26.35;1;20000;9-11 yrs;>= 35h;public;1;2;1;4;5;1
109.7906;male;white;17.88;3;95000;college;no work;catholic;0;2;2;1;1;1
114.3184;female;white;28.33;1;45000;some college;>= 35h;public;1;0;1;3;3;1
112.5044;male;white;17.26;2;36000;college;>= 35h;public;1;0;1;1;1;1
105.1996;male;white;18.79;1;95000;college;<35h;public;0;0;0;1;1;1
100.0882;female;white;15.09;1;84000;some college;no work;public;1;0;1;3;3;1
105.6616;male;white;16.15;3;45000;some college;<35h;catholic;0;0;1;1;1;1
100.6961;female;white;22.35;3;50000;12 yrs;no work;catholic;0;0;0;1;0;1
109.6156;male;white;22.08;2;32000;9-11 yrs;>= 35h;public;1;0;1;2;2;1
112.7233;female;white;16.22;1;30000;some college;>= 35h;catholic;0;0;0;3;3;1
79.73499;female;white;31.15;1;60000;12 yrs;>= 35h;public;1;0;1;2;2;1
111.6679;male;white;19.91;1;27000;9-11 yrs;>= 35h;public;1;1;0;0;0;1
106.2307;female;white;16.66;0;14000;12 yrs;<35h;public;1;1;0;6;6;1
107.6508;male;white;24.54;0;50000;some college;no work;public;1;1;2;5;5;1
75.50872;female;white;19.35;1;35000;9-11 yrs;<35h;public;1;1;2;3;3;1
94.26675;female;white;18.08;1;30000;some college;>= 35h;public;0;0;1;2;2;1
101.5083;male;white;18.94;2;55000;some college;>= 35h;public;1;0;1;2;2;1
110.8557;male;white;17.12;2;42000;12 yrs;>= 35h;public;1;0;1;0;0;1
100.6135;female;white;20.22;1;40000;college;no work;public;0;1;0;0;1;1
100.2244;female;white;16.59;3;30000;some college;no work;public;1;4;2;4;4;1
112.0764;male;white;19.17;2;50000;12 yrs;>= 35h;other private;1;0;0;2;2;1
97.14101;female;white;26.33;2;30000;12 yrs;>= 35h;public;1;1;2;3;0;1
76.25282;female;white;15.92;2;44000;12 yrs;no work;public;1;0;1;2;2;1
105.2774;male;white;16.52;1;250000;college;>= 35h;public;1;1;1;2;2;1
92.77856;female;white;16.23;2;22000;12 yrs;<35h;public;0;3;1;12;12;1
95.30751;male;white;25.8;2;300000;12 yrs;no work;catholic;0;1;1;2;0;1
77.05041;male;white;23.05;4;18000;1-8 yrs;>= 35h;public;1;2;2;5;4;0
109.8101;male;white;23.31;1;40000;some college;<35h;public;0;1;1;2;2;1
115.9769;male;white;20.88;2;60000;some college;<35h;public;0;0;1;3;1;1
101.3819;male;white;15.25;1;60000;college;>= 35h;public;0;0;0;1;1;1
106.7656;male;white;15.32;5;17000;12 yrs;no work;public;1;0;1;3;3;1
102.7533;female;white;18.02;1;40000;12 yrs;>= 35h;public;1;0;2;2;2;1
103.9984;male;white;26.33;1;60000;college;>= 35h;public;1;0;1;1;1;1
100.6135;male;white;22.3;1;24000;12 yrs;>= 35h;public;1;0;0;0;0;0
114.3671;male;white;16.33;1;150000;college;<35h;public;0;0;0;1;2;1
85.85311;male;white;23.29;0;25000;9-11 yrs;no work;public;1;0;0;2;2;0
111.9889;male;white;26.46;2;68000;some college;<35h;public;0;1;1;2;2;1
101.8779;male;white;27.67;1;70000;some college;>= 35h;catholic;0;1;1;2;2;1
103.6774;female;white;19.18;1;200000;some college;no work;other private;0;1;1;2;0;1
106.0313;male;white;28.01;0;17000;12 yrs;>= 35h;other private;0;2;0;5;2;1
